feature,mean_abs_coef
complaint_text__radiation with,0.5174109522843688
categorical__chief_complaint_system_respiratory,0.5163038842945527
complaint_text__blood with,0.5162896499028451
complaint_text__unstable,0.5151358477467786
complaint_text__fracture haemodynamically,0.5151358477467786
complaint_text__pelvic,0.5151358477467786
complaint_text__pelvic fracture,0.5151358477467786
complaint_text__haemodynamically,0.5151358477467786
complaint_text__haemodynamically unstable,0.5151358477467786
complaint_text__in known,0.5145183483381941
complaint_text__known patient,0.5145183483381941
complaint_text__significant no,0.5138530900950219
complaint_text__nstemi with,0.5091674846403169
complaint_text__controlled worsening,0.5090234715513013
complaint_text__shock no,0.5085667067509152
complaint_text__suspected in,0.5084730638746087
complaint_text__question onset,0.507513711094094
complaint_text__fracture for,0.5067796829530948
complaint_text__39 with,0.5061927341124346
complaint_text__symptoms worsening,0.5061881912339097
complaint_text__localised no,0.5057509082911706
complaint_text__pain onset,0.5056940096883815
complaint_text__septic shock,0.5044951064779233
complaint_text__shock multi,0.5044951064779233
complaint_text__multi organ,0.5044951064779233
complaint_text__organ failure,0.5044951064779233
complaint_text__bloating worsening,0.5043329109371827
complaint_text__severe no,0.5023313511976356
complaint_text__shock constant,0.5021063558644471
complaint_text__torsion worsening,0.5016092403828886
complaint_text__laceration since,0.5010474226077374
complaint_text__laceration in,0.5004050170634993
complaint_text__tonsillitis for,0.4995815273570045
complaint_text__sunburn worsening,0.49742468962005953
complaint_text__with cardiogenic,0.49706944722674484
complaint_text__stemi with,0.49706944722674484
complaint_text__stemi,0.49706944722674484
complaint_text__acute stemi,0.49706944722674484
complaint_text__inquiry with,0.4969469245830972
complaint_text__this,0.49581747239767965
complaint_text__of this,0.49581747239767965
complaint_text__history,0.49581747239767965
complaint_text__history of,0.49581747239767965
complaint_text__prior history,0.49581747239767965
complaint_text__prior,0.49581747239767965
complaint_text__no prior,0.49581747239767965
categorical__chief_complaint_system_cardiovascular,0.4953540894179781
complaint_text__arrest with,0.49458569602263164
complaint_text__pain in,0.49442329292864307
complaint_text__paperwork worsening,0.4933633215778929
complaint_text__recurrence worsening,0.49110993494049976
complaint_text__discharge worsening,0.491106092888841
complaint_text__dermatitis with,0.487027467373515
complaint_text__intoxication worsening,0.48678573731486796
complaint_text__fracture since,0.48465262473298615
complaint_text__problem with,0.48451556070745455
complaint_text__haemorrhage in,0.4843215896262961
complaint_text__question constant,0.48376039041410834
complaint_text__suspected intermittent,0.4821565748507881
complaint_text__headache since,0.48099396407901107
numeric__pain_score_clean,0.4808347251623669
complaint_text__conjunctivitis in,0.4799849330106893
complaint_text__kidney with,0.47878992025964634
complaint_text__substance with,0.47766431894466976
complaint_text__decompensation with,0.4758245781740322
complaint_text__review intermittent,0.4757762017590796
complaint_text__cellulitis no,0.47547224206220395
complaint_text__fall worsening,0.47383653797996284
complaint_text__insufficiency with,0.4724710056906667
complaint_text__instability with,0.472402713900706
complaint_text__monitoring with,0.4717291614213542
complaint_text__suspected constant,0.46866208756478994
complaint_text__tonsillitis intermittent,0.4684274513349716
complaint_text__fatigue constant,0.46803124823921305
complaint_text__fatigue since,0.46756992047128004
complaint_text__throat onset,0.4672908992910395
complaint_text__patient with,0.46690233370318224
categorical__mental_status_triage_drowsy,0.46558566493884834
complaint_text__diabetic with,0.46525708411984434
complaint_text__dehydration in,0.46452076843691825
complaint_text__query onset,0.46238802200275125
complaint_text__hypoglycaemia worsening,0.4619807703762249
complaint_text__query for,0.46071626584517145
complaint_text__review constant,0.45857663598643744
complaint_text__conjunctivitis since,0.45850875313114886
complaint_text__vitals worsening,0.4581615769725961
complaint_text__fracture no,0.456389664834575
complaint_text__fasciitis rapid,0.45491221808081805
complaint_text__rapid,0.45491221808081805
complaint_text__spread,0.45491221808081805
complaint_text__rapid spread,0.45491221808081805
complaint_text__hepatitis no,0.4549081583115216
complaint_text__unresponsive in,0.4545365357521739
complaint_text__bleeding with,0.45442530589029895
complaint_text__severe cardiogenic,0.45356951989095967
complaint_text__dyspnoea worsening,0.45123789856469865
complaint_text__dehydration no,0.4504428718212951
complaint_text__complications with,0.4486606764199704
complaint_text__gcs,0.4474559082645718
complaint_text__injury gcs,0.4474559082645718
complaint_text__referral worsening,0.4473726331803042
complaint_text__johnson,0.4471028270006544
complaint_text__stevens johnson,0.4471028270006544
complaint_text__johnson syndrome,0.4471028270006544
complaint_text__stevens,0.4471028270006544
complaint_text__headache constant,0.44670724081334007
complaint_text__resolved with,0.44656034014661417
complaint_text__compromise,0.44592936625207313
complaint_text__hepatitis with,0.4456099641639192
complaint_text__dysfunction with,0.44558382759564663
complaint_text__crush injury,0.44556390095577936
complaint_text__with compartment,0.44556390095577936
complaint_text__crush,0.44556390095577936
complaint_text__irritation worsening,0.44477122493781585
complaint_text__strain worsening,0.44450387245460055
complaint_text__laceration for,0.4443889315397708
complaint_text__bite with,0.44420468250029205
complaint_text__features with,0.4429887205012813
complaint_text__question intermittent,0.4414869199461072
complaint_text__headache no,0.44068875190022333
complaint_text__epistaxis worsening,0.4398863628966995
complaint_text__irritation with,0.4390097870982658
complaint_text__stable with,0.43900266007647437
complaint_text__shock worsening,0.43897146557412886
complaint_text__throat constant,0.4388696987332933
complaint_text__pain constant,0.4388597323494052
complaint_text__localised onset,0.43834774778311525
complaint_text__conjunctivitis for,0.43662568279651737
complaint_text__conjunctivitis no,0.43577459908585087
complaint_text__wound worsening,0.4350650034664552
complaint_text__detachment worsening,0.43503693747853334
complaint_text__moderate no,0.4346491575144108
complaint_text__fatigue onset,0.43431143340987255
categorical__chief_complaint_system_ENT,0.43424863943958664
complaint_text__drowning worsening,0.43368221923142924
complaint_text__fever for,0.4330273851410945
complaint_text__request for,0.4314210065614141
complaint_text__rest with,0.4306880523842366
complaint_text__significant worsening,0.43015867287978765
complaint_text__obtundation with,0.43015807211179513
complaint_text__swelling worsening,0.4291185957018902
complaint_text__severe facial,0.4281770806002311
complaint_text__airway risk,0.4281770806002311
complaint_text__facial fractures,0.4281770806002311
complaint_text__fractures with,0.4281770806002311
complaint_text__fractures,0.4281770806002311
complaint_text__unresponsive worsening,0.4273961332680319
complaint_text__abrasion in,0.42728444294974033
complaint_text__mechanism with,0.4269226314068232
complaint_text__worsening worsening,0.42685470576377493
complaint_text__moderate for,0.42622698604278997
complaint_text__fever constant,0.4261416530768315
complaint_text__torsion onset,0.42554186151220214
categorical__chief_complaint_system_infectious,0.42536956832097345
complaint_text__collapse with,0.42506457062910596
complaint_text__exacerbation with,0.4246161147343347
complaint_text__abrasion since,0.42418468518792496
complaint_text__query constant,0.4240489384046029
complaint_text__laceration intermittent,0.42372456750763055
complaint_text__psychosis with,0.42363727396442374
complaint_text__resolved worsening,0.42234262613168755
categorical__chief_complaint_system_musculoskeletal,0.4222251047640849
complaint_text__severe since,0.4206842200560428
complaint_text__deficits with,0.4205812170351265
complaint_text__herniation signs,0.42041710585655745
complaint_text__massive ischaemic,0.42041710585655745
complaint_text__ischaemic stroke,0.42041710585655745
complaint_text__with herniation,0.42041710585655745
complaint_text__herniation,0.42041710585655745
complaint_text__up with,0.41991751671857747
complaint_text__mild onset,0.41953381461215483
complaint_text__tonsillitis since,0.4181790459431626
complaint_text__torsion with,0.4177871334915517
complaint_text__glaucoma intermittent,0.41765695575728046
numeric__temperature_c,0.41590704337285356
complaint_text__conjunctivitis onset,0.4155751157856846
complaint_text__symptoms in,0.4154388153543847
complaint_text__vomiting no,0.41514914611729914
complaint_text__impairment with,0.41392267188744525
complaint_text__urosepsis since,0.4137609362352319
complaint_text__fracture constant,0.41291132455015156
complaint_text__localised for,0.4128949142467938
complaint_text__sunburn in,0.41227115414462434
complaint_text__mood worsening,0.4122683486286626
complaint_text__haemothorax with,0.4119821144154502
complaint_text__advice request,0.41135491921875217
complaint_text__laceration onset,0.4112593279186741
complaint_text__request no,0.4104345019823731
complaint_text__severe for,0.41019892875853026
complaint_text__urosepsis in,0.4100037471153099
complaint_text__embolism with,0.409875657077304
complaint_text__acute with,0.40950964720383964
complaint_text__unclear worsening,0.40944087354937375
complaint_text__dysphagia worsening,0.40783517356899884
complaint_text__fever since,0.4078062672245631
complaint_text__flare no,0.40729821393513854
complaint_text__ear worsening,0.407274962459642
complaint_text__mild in,0.4055584111809168
complaint_text__request intermittent,0.4026492160488891
complaint_text__mild no,0.4023962722794538
complaint_text__flare onset,0.4023329894575765
complaint_text__eye worsening,0.4022451624985357
complaint_text__moderate constant,0.40146025248136563
complaint_text__abrasion onset,0.40119390798254867
complaint_text__controlled no,0.40065596504817147
complaint_text__screening worsening,0.4006482328068223
complaint_text__seizure worsening,0.39996258170047205
complaint_text__pain intermittent,0.39939579643053846
complaint_text__hypoglycaemia since,0.3987403838676091
categorical__chief_complaint_system_neurological,0.39753438325326834
numeric__chief_complaint_word_count,0.3945902824535909
complaint_text__fatigue for,0.39408077491566423
complaint_text__haemorrhage no,0.3940028166034805
complaint_text__abrasion intermittent,0.3938688858383778
complaint_text__severe intermittent,0.392268833546551
complaint_text__conjunctivitis constant,0.39155152463687426
complaint_text__request in,0.39119964962437237
complaint_text__ache worsening,0.3906008055029626
complaint_text__concern worsening,0.39059623513553837
complaint_text__dehydration intermittent,0.39003309945738346
complaint_text__skin worsening,0.3899238200993903
complaint_text__abdomen with,0.38809780897497775
complaint_text__check with,0.38807833449945645
complaint_text__abrasion for,0.3870843394598803
categorical__chief_complaint_system_dermatological,0.3868051904188051
complaint_text__review onset,0.3865709968253818
complaint_text__peritonitis with,0.3858826653032109
complaint_text__tonsillitis onset,0.38579642978734896
complaint_text__cough worsening,0.3854937183317762
complaint_text__conjunctivitis intermittent,0.38539399468721425
complaint_text__hypoglycaemia constant,0.38467198668282554
complaint_text__resolved no,0.38396361430015763
complaint_text__localised constant,0.38388997616723414
complaint_text__crisis with,0.383240419406271
complaint_text__epistaxis no,0.3821127849924408
complaint_text__over hours,0.3820679121270448
complaint_text__hours,0.3820679121270448
complaint_text__over,0.3820679121270448
complaint_text__worsening over,0.3820679121270448
complaint_text__amputation with,0.3819106567381569
complaint_text__eyes worsening,0.381742037454451
complaint_text__bilateral for,0.381701669290626
numeric__respiratory_rate,0.3813807209542778
complaint_text__deficit with,0.3809255794275399
complaint_text__sensation with,0.38062281378446106
complaint_text__bear with,0.38030352055760797
complaint_text__symptomatic worsening,0.3798470692340612
complaint_text__coma worsening,0.3798194728709994
complaint_text__moderate since,0.3791689632059566
complaint_text__advice constant,0.37907593976636406
complaint_text__malaria worsening,0.3786086675830562
complaint_text__wound in,0.37833488308571833
complaint_text__multi system,0.3769313081073939
complaint_text__mva unresponsive,0.3769313081073939
complaint_text__system,0.3769313081073939
complaint_text__system trauma,0.3769313081073939
complaint_text__trauma mva,0.3769313081073939
complaint_text__torsion intermittent,0.37538651531567024
complaint_text__hypoxia worsening,0.37518075537133566
complaint_text__presenting as,0.37432902194190226
complaint_text__flank pain,0.37432902194190226
complaint_text__as flank,0.37432902194190226
complaint_text__as,0.37432902194190226
complaint_text__aortic aneurysm,0.37432902194190226
complaint_text__aneurysm presenting,0.37432902194190226
complaint_text__ruptured aortic,0.37432902194190226
complaint_text__presenting,0.37432902194190226
complaint_text__flank,0.37432902194190226
complaint_text__aneurysm,0.37432902194190226
complaint_text__localised since,0.3736070882905505
complaint_text__removal in,0.3735341106605051
complaint_text__controlled in,0.3724555452971495
complaint_text__injuries with,0.3715843985795958
categorical__pain_location_head,0.37152070011520166
complaint_text__query since,0.37077975989688444
complaint_text__throat in,0.3704440033385607
complaint_text__days worsening,0.3698275346490435
complaint_text__sweats with,0.3697297079951062
complaint_text__herpeticum worsening,0.3693856874932818
complaint_text__fever onset,0.367969730246692
complaint_text__haematemesis with,0.36713060647327556
complaint_text__vitals in,0.3671059886467572
complaint_text__gastroenteritis worsening,0.3669775346182852
complaint_text__symptoms for,0.36674512060062947
complaint_text__infection worsening,0.3642395388236487
complaint_text__torsion for,0.3640183442221621
complaint_text__fatigue no,0.3629451199530956
complaint_text__laceration constant,0.36248455672555774
complaint_text__throat since,0.362127293129289
complaint_text__torsion constant,0.3621131368963918
complaint_text__rash no,0.36103751044543597
complaint_text__significant intermittent,0.36092051665060737
complaint_text__throat no,0.3605856415701168
complaint_text__fatigue intermittent,0.36049651654309234
complaint_text__removal intermittent,0.3604573531518339
complaint_text__paraesthesia worsening,0.360414431985068
complaint_text__diarrhoea worsening,0.3601731685347668
complaint_text__asthma with,0.360113373322421
complaint_text__bloating since,0.3598408394910183
complaint_text__sprain worsening,0.3595835697760177
complaint_text__to treatment,0.35950644378591334
complaint_text__treatment,0.35950644378591334
complaint_text__unresponsive to,0.35950644378591334
complaint_text__status asthmaticus,0.35950644378591334
complaint_text__asthmaticus unresponsive,0.35950644378591334
complaint_text__asthmaticus,0.35950644378591334
complaint_text__fever intermittent,0.359124864232533
complaint_text__blurring worsening,0.3590326893262073
complaint_text__recurrence no,0.35854148563383764
complaint_text__fracture intermittent,0.35820600932868335
complaint_text__symptoms onset,0.3576918989880097
complaint_text__throat for,0.35732570640083205
complaint_text__cellulitis in,0.35729858328565717
complaint_text__ache no,0.3569344638860207
categorical__pain_location_extremity,0.35572469501277937
complaint_text__light worsening,0.3556893869247368
complaint_text__sunburn constant,0.35396714392596984
categorical__pain_location_multiple,0.35361659541281976
complaint_text__unclear in,0.35361380761040284
categorical__pain_location_back,0.3535382280417425
complaint_text__moderate in,0.3524973472051431
complaint_text__disturbance with,0.35159003942033196
complaint_text__severe onset,0.35024564197127234
complaint_text__mood for,0.34920627873578447
complaint_text__fracture in,0.348974002699145
complaint_text__unknown collapse,0.34874101083527403
complaint_text__collapse unresponsive,0.34874101083527403
complaint_text__cellulitis onset,0.3484521979228544
complaint_text__tonsillitis no,0.3468573532671334
complaint_text__cramping worsening,0.34670801283469255
complaint_text__nstemi worsening,0.34641039412264363
complaint_text__pneumothorax for,0.3455302108137853
complaint_text__syncope worsening,0.34532104927786633
complaint_text__occlusion with,0.3451964929466323
complaint_text__strain no,0.3440043016718602
complaint_text__elderly worsening,0.34323297822753
complaint_text__paraesthesia no,0.3420997680320238
complaint_text__symptoms no,0.3419172732144283
complaint_text__glaucoma onset,0.34160152247355524
complaint_text__urticaria with,0.3414911111264437
complaint_text__storm with,0.34101323232271064
complaint_text__severe in,0.33906348041014966
complaint_text__request onset,0.33707775474725665
complaint_text__palpitations no,0.3370353805801255
numeric__systolic_bp,0.33671002024261965
complaint_text__rupture with,0.33632154472843734
complaint_text__dehydration since,0.33620486383944664
complaint_text__removal no,0.33613962823918736
categorical__pain_location_abdomen,0.3361232776271549
categorical__pain_location_unknown,0.3351978802519839
complaint_text__worsening no,0.333665443270334
complaint_text__vomiting onset,0.3332489088753552
complaint_text__rash onset,0.33259173206952947
complaint_text__urosepsis onset,0.3322699619688799
complaint_text__query intermittent,0.33189944887499584
complaint_text__mild for,0.33173243902062577
complaint_text__symptoms since,0.33145399634677924
complaint_text__soreness worsening,0.33128548263157276
complaint_text__disturbance worsening,0.3303925033910727
complaint_text__fracture onset,0.3293741005885333
complaint_text__radiation worsening,0.3288307848715454
complaint_text__instability worsening,0.3285913690044965
complaint_text__hypothermia no,0.3275047344086194
complaint_text__dyspnoea no,0.32729810011326066
complaint_text__seizure onset,0.3272248578039505
complaint_text__vomiting intermittent,0.3269966632826024
complaint_text__trauma worsening,0.32643707409654577
complaint_text__vomiting in,0.32563852479112115
complaint_text__wound intermittent,0.3254713417027729
complaint_text__incontinence worsening,0.3251990208375242
complaint_text__palpitations in,0.3243778780053878
complaint_text__purpura worsening,0.32378945829123
complaint_text__risk with,0.3236807965504809
complaint_text__cause in,0.3236727292033476
complaint_text__emergency worsening,0.32297692617812224
complaint_text__dehydration constant,0.32284660253341035
complaint_text__bloating in,0.3225750877943506
complaint_text__arrest intermittent,0.32239800943911046
categorical__pain_location_chest,0.32229767408738225
complaint_text__paperwork no,0.32148897331089427
complaint_text__vitals intermittent,0.3213889836204122
complaint_text__rash constant,0.3204352731964174
complaint_text__fibrillation onset,0.3201375308209554
complaint_text__severe constant,0.32004743756077786
complaint_text__dysfunction worsening,0.32000060918374157
complaint_text__coma in,0.31997654856237545
complaint_text__shock since,0.31969282294657975
complaint_text__rash in,0.31925475303903816
complaint_text__intoxication onset,0.31916620369820964
complaint_text__referral no,0.31860918347389644
complaint_text__unclear for,0.3183763333833258
complaint_text__monitoring worsening,0.31834541833467933
complaint_text__request constant,0.31771505324043464
complaint_text__dehydration onset,0.31727841266602963
complaint_text__haemorrhage constant,0.3170064596505485
complaint_text__dysuria for,0.31638295439727937
complaint_text__bloating no,0.31602339827303777
complaint_text__vomiting for,0.31529215761249624
complaint_text__dyspnoea constant,0.3152903484383932
complaint_text__fall no,0.3151144989433486
complaint_text__photophobia worsening,0.31506119620441975
complaint_text__urosepsis for,0.3144810578192781
complaint_text__harm since,0.313692975323133
complaint_text__flare in,0.31233730318070674
complaint_text__mood in,0.3122154027679044
complaint_text__symptoms intermittent,0.311499839030387
complaint_text__palpitations intermittent,0.31093141555598375
complaint_text__significant for,0.3097536733235432
categorical__pain_location_none,0.3088426483247039
complaint_text__arrest since,0.3088307021408586
complaint_text__contamination worsening,0.3086714829355998
complaint_text__intent in,0.30857185568556333
complaint_text__jaundice worsening,0.30857134816151194
complaint_text__controlled onset,0.3080685483592065
complaint_text__epistaxis onset,0.3070673757940417
complaint_text__urosepsis no,0.30696844719430033
complaint_text__failure onset,0.30674680940332844
complaint_text__dysuria worsening,0.3062854129520146
complaint_text__epistaxis in,0.3061925020016454
complaint_text__cellulitis since,0.30603787524314263
complaint_text__irritation no,0.305550631479661
categorical__pain_location_pelvis,0.304284170767854
complaint_text__ear no,0.30405344674842255
complaint_text__complications worsening,0.3034489525545878
complaint_text__strain onset,0.3024938413492424
complaint_text__requirement in,0.3022281243446919
complaint_text__cellulitis worsening,0.30205022545512217
complaint_text__mild since,0.30106228123531725
complaint_text__localised in,0.30086365218024325
complaint_text__haemothorax for,0.2991235869643932
complaint_text__hypoglycaemia onset,0.2990067552799903
complaint_text__dyspnoea in,0.29822937793877813
complaint_text__retention onset,0.29798804532263523
complaint_text__weakness worsening,0.2973692390770819
complaint_text__shock for,0.2969007784160157
complaint_text__weakness no,0.29673440480064034
complaint_text__mood no,0.2964749587836782
complaint_text__wound no,0.296142651781564
complaint_text__discharge onset,0.29611687055102676
complaint_text__problem worsening,0.2960745742968644
complaint_text__unclear no,0.2960368129357463
complaint_text__harm for,0.29595095812400174
complaint_text__removal for,0.29579362035504114
complaint_text__discharge for,0.29571067769427606
complaint_text__plan worsening,0.2956363452388408
complaint_text__assessment worsening,0.29532175742411926
complaint_text__vitals constant,0.2948518391323965
complaint_text__mild constant,0.2943608387794008
complaint_text__throat intermittent,0.2938087177694286
complaint_text__sunburn intermittent,0.2937856098683723
complaint_text__discharge no,0.2935968989749263
complaint_text__flare since,0.2927663818604627
complaint_text__dyspnoea since,0.2924343932856507
complaint_text__syncope for,0.29193913969968055
complaint_text__feeling worsening,0.2918854599810875
complaint_text__removal onset,0.291791920434636
complaint_text__palpitations onset,0.29162186440163984
complaint_text__vitals since,0.29148231876238645
complaint_text__dysuria no,0.2912215203778953
complaint_text__vomiting since,0.291138570256431
complaint_text__loc worsening,0.29092127696627107
complaint_text__eyes no,0.29030150532873683
complaint_text__rash since,0.2898451844526468
complaint_text__moderate intermittent,0.2894964003654551
complaint_text__fasciitis with,0.28850045768337235
complaint_text__insufficiency worsening,0.2884847247637576
complaint_text__dyspnoea for,0.2880574341953556
complaint_text__afebrile worsening,0.28803417597187914
complaint_text__redness no,0.28802383496316153
complaint_text__amputation onset,0.287726198193048
complaint_text__dizziness worsening,0.2874785232893141
complaint_text__cramping no,0.2872504514717481
complaint_text__redness worsening,0.28708098371062496
complaint_text__cough no,0.28628066565706617
complaint_text__amputation worsening,0.28619195952370624
complaint_text__shock in,0.2856289915009953
complaint_text__congestion worsening,0.285616411891936
complaint_text__cellulitis for,0.28527025361034875
complaint_text__reaction for,0.28523818222308217
complaint_text__hypothermia onset,0.2848269551717872
complaint_text__localised intermittent,0.2840105126739165
complaint_text__flare for,0.2828629313230785
complaint_text__vitals for,0.2827392855072047
complaint_text__instability intermittent,0.28247857609086285
complaint_text__exertion for,0.28232422528820816
complaint_text__trismus in,0.2822592717391281
complaint_text__blurring for,0.28194035637416304
complaint_text__intoxication in,0.2819026727519878
complaint_text__crisis worsening,0.2817783852843455
complaint_text__ischaemia no,0.28037014308709696
complaint_text__state with,0.2802863897399313
complaint_text__glaucoma since,0.2800585520223969
complaint_text__seizure for,0.279879613665036
complaint_text__spread with,0.2797886211869639
complaint_text__haemorrhage intermittent,0.27968950866778275
complaint_text__coma since,0.27830109596198693
complaint_text__controlled for,0.2780846224686528
complaint_text__patient worsening,0.27781451036549176
complaint_text__haemothorax onset,0.2766996893271762
complaint_text__diarrhoea for,0.27634618087442436
complaint_text__features in,0.27611394094092856
complaint_text__trismus constant,0.2759933079339668
complaint_text__paraesthesia in,0.275795118342287
complaint_text__eye onset,0.27565548182959093
complaint_text__flare constant,0.2756188632833
complaint_text__eye in,0.2755738098699075
complaint_text__glaucoma for,0.27553153571300404
complaint_text__nose worsening,0.27537769449111427
complaint_text__elderly onset,0.27517485903961697
complaint_text__worsening onset,0.2751227777686611
complaint_text__harm worsening,0.2748360108548771
complaint_text__lower gi,0.2747393468333503
complaint_text__gi haemorrhage,0.2747393468333503
complaint_text__massive lower,0.2747393468333503
complaint_text__lower,0.2747393468333503
complaint_text__infected worsening,0.2738448757766255
complaint_text__palpitations since,0.2733196271052954
complaint_text__drowning since,0.27273208021170486
complaint_text__hypoglycaemia intermittent,0.27270923564728744
complaint_text__ear in,0.27247168706935854
complaint_text__trauma intermittent,0.2723711578901228
complaint_text__strain since,0.27222840352562516
complaint_text__gastroenteritis no,0.27177057103706215
complaint_text__kidney worsening,0.271426374588538
complaint_text__sunburn since,0.27101315318956964
complaint_text__fall in,0.2707708960623377
complaint_text__vitals no,0.27051038286012474
complaint_text__exertion worsening,0.2702975011602503
complaint_text__stable worsening,0.2702319298558573
complaint_text__cellulitis intermittent,0.26946483032868956
complaint_text__days in,0.26930268736122953
complaint_text__epistaxis for,0.2688361922184762
complaint_text__unclear onset,0.2677690872550861
complaint_text__decompensation worsening,0.2676477766447886
complaint_text__sunburn no,0.26717588458075514
complaint_text__screening in,0.2663753102151004
complaint_text__light in,0.26606921049450244
complaint_text__mood since,0.2658261166671448
complaint_text__ear for,0.26581010074706174
complaint_text__gastroenteritis in,0.2655780048368073
complaint_text__feeling no,0.26520318599193
complaint_text__urosepsis intermittent,0.2646860886440339
complaint_text__worsening in,0.264664984345398
complaint_text__dehydration for,0.26464126180012654
complaint_text__intent worsening,0.2645033995745042
complaint_text__intoxication no,0.26449077962689366
complaint_text__palpitations for,0.2644900099539969
complaint_text__controlled intermittent,0.2641623140664313
complaint_text__urosepsis constant,0.2637329240796375
complaint_text__dyspnoea onset,0.2630400722064411
complaint_text__worsening intermittent,0.2627513973378906
complaint_text__dysphagia constant,0.2625766121091841
complaint_text__epistaxis since,0.2622418175844021
complaint_text__features no,0.2617843649591854
complaint_text__discharge in,0.26127495748641066
complaint_text__sprain no,0.2612638216442367
complaint_text__refractory constant,0.2610457330616251
complaint_text__ischaemia intermittent,0.2609812187919609
complaint_text__flare intermittent,0.2609245045630417
complaint_text__palpitations constant,0.2608530279000817
complaint_text__reaction constant,0.2597847116509562
numeric__heart_rate,0.2597815175939965
complaint_text__psychosis worsening,0.25967169784817556
complaint_text__paraesthesia constant,0.2593471530495314
complaint_text__nose no,0.259141719766755
complaint_text__unresponsive for,0.25852754009323664
complaint_text__controlled constant,0.2583584366221669
complaint_text__diarrhoea no,0.2581722052752453
complaint_text__mild intermittent,0.2578477007930953
complaint_text__eye for,0.2578333127640369
complaint_text__vomiting constant,0.2571818259733428
complaint_text__psychosis constant,0.2566659523836101
complaint_text__failure no,0.25661373905948975
complaint_text__39 worsening,0.25658874718918023
complaint_text__retention for,0.2565206924108404
complaint_text__diarrhoea in,0.25633395575921425
complaint_text__rash intermittent,0.2563133485316424
complaint_text__vitals onset,0.2555936533152734
complaint_text__crisis constant,0.2554239892492185
complaint_text__rash for,0.2553669075026166
complaint_text__photophobia since,0.2552745335778536
complaint_text__infection in,0.25497118611510416
complaint_text__storm worsening,0.2544847386840117
complaint_text__status worsening,0.25442754225699954
complaint_text__crisis intermittent,0.25397631046778923
complaint_text__features worsening,0.2539251351070838
complaint_text__overdose no,0.2537811020665503
complaint_text__pregnancy with,0.2537324132118754
complaint_text__hypoxia for,0.2534819900436688
complaint_text__exertion no,0.25291603146416636
complaint_text__coma onset,0.2528945924800301
complaint_text__resolved in,0.2528535075032675
complaint_text__mood intermittent,0.25271986708630295
complaint_text__torsion since,0.25245371924493776
complaint_text__significant since,0.25120370241519563
complaint_text__incontinence intermittent,0.2509957605113819
complaint_text__requirement with,0.25079087153441737
complaint_text__bite worsening,0.25065832795014065
complaint_text__embolism worsening,0.2502566542483317
complaint_text__paraesthesia intermittent,0.2500074354603681
complaint_text__intervention for,0.24993701308640381
complaint_text__epistaxis constant,0.24934924482340987
complaint_text__toxic shock,0.2492557794639898
complaint_text__shock syndrome,0.2492557794639898
complaint_text__sunburn for,0.24904390777690227
complaint_text__worsening for,0.24879479727107498
complaint_text__exacerbation worsening,0.24841047158627938
complaint_text__strain intermittent,0.24794510545699713
complaint_text__diarrhoea since,0.2477526738851125
complaint_text__dysphagia since,0.24748653702639797
complaint_text__eye no,0.2473817323365798
complaint_text__recurrence in,0.24721658162765814
complaint_text__harm in,0.24679056496738488
complaint_text__syndrome onset,0.2466116454222064
complaint_text__detachment in,0.24617430601852272
complaint_text__unclear constant,0.24603470458087734
complaint_text__unclear intermittent,0.24568932528091772
complaint_text__treatment with,0.24513599951215034
complaint_text__coma intermittent,0.24477271341488893
complaint_text__radiation no,0.24330311371548677
complaint_text__ischaemia worsening,0.24326757459661796
complaint_text__seizure in,0.24237313668278423
complaint_text__light no,0.242213420312902
complaint_text__detachment no,0.24199966541482723
complaint_text__rupture intermittent,0.24186775282858125
complaint_text__referral onset,0.24163388492013613
complaint_text__haemorrhage onset,0.24128740553324907
complaint_text__complications no,0.24065922825170766
complaint_text__signs with,0.2405031844146573
complaint_text__significant onset,0.24041990823450918
complaint_text__fall since,0.2403683283257192
complaint_text__fall intermittent,0.24024225783083564
complaint_text__jaundice no,0.24007676281023865
complaint_text__discharge since,0.23967496169720484
complaint_text__ache onset,0.23958816596666868
complaint_text__light for,0.23923400867706932
complaint_text__days since,0.23911624317710203
complaint_text__wound for,0.23910574689471287
complaint_text__sensation worsening,0.23830747545178327
complaint_text__intoxication since,0.23825415673629385
complaint_text__blood worsening,0.2381985909060945
complaint_text__abrasion constant,0.23811650757530786
complaint_text__fibrillation worsening,0.2378118479089077
complaint_text__drowning no,0.23763183521379205
complaint_text__strain in,0.23712950659538584
complaint_text__inquiry worsening,0.23672814560105912
complaint_text__swelling for,0.23662226885689613
complaint_text__eye since,0.23544045062960922
complaint_text__diabetic onset,0.2353310449155873
complaint_text__substance onset,0.2349909164570691
complaint_text__arrest worsening,0.23447532012166183
complaint_text__wound onset,0.23414042538773083
complaint_text__reaction worsening,0.23391770313058985
complaint_text__unclear since,0.23390469581930612
complaint_text__bronchospasm worsening,0.23370614666639447
complaint_text__paperwork since,0.2336531908069217
complaint_text__soreness onset,0.23352327863939246
complaint_text__diarrhoea intermittent,0.2332196533117287
complaint_text__paraesthesia onset,0.232964082297373
complaint_text__overdose in,0.23289790718977965
complaint_text__discharge constant,0.23277895065081494
complaint_text__sunburn onset,0.2321655364105414
complaint_text__resolved constant,0.23213492120791307
complaint_text__wound since,0.23203936040897194
complaint_text__days onset,0.23185287185696196
